Rufus Von                               Flat 8, 75 Holbein Place, Bryn, Wales, SA13 2FZ                                                     Happy Birthday, Rufus Von
Boyd Stracke                            66 Bamburgh House, Tonbridge, England, TN10 2DT                                                     Happy Birthday, Boyd Stracke
Eula Williamson                         1 Bylands Way, City of London, England, EC4V 1YA                                                    Happy Birthday, Eula Williamson
Tracy Kilback                           28 St Andrews Square Centre, Nottingham, England, NG6 2AU                                           Happy Birthday, Tracy Kilback
Margarita Wyman V                       Flat 889, 64 The Quantum, Hounslow, England, TW8 0GJ                                                Happy Birthday, Margarita Wyman V
Darren Mitchell                         3 Varley Street, Rhosneigr, Wales, LL64 0JZ                                                         Happy Birthday, Darren Mitchell
Brendan Beatty                          Studio 67, 40 Parade Road, Eilean Siar, Scotland, HS8 1ER                                           Happy Birthday, Brendan Beatty
Ida Hodkiewicz DDS                      9 Dalby Way, Leicester, England, LE1 6RZ                                                            Happy Birthday, Ida Hodkiewicz DDS
Alexis Homenick DVM                     4 Acro Court, Brentwood, England, CM13 1YY                                                          Happy Birthday, Alexis Homenick DVM
Bernice Waelchi                         5 Enbrook Valley, Maidenhead, England, SL6 8ZA                                                      Happy Birthday, Bernice Waelchi
Jasmine Lehner                          Studio 5, 5 Newmarket Centre, Earley, England, RG6 0HY                                              Happy Birthday, Jasmine Lehner
Martin Goldner II                       Flat 58, 55 Kings Head Place, Mauchline, Scotland, KA5 0SA                                          Happy Birthday, Martin Goldner II
Bennie Marvin                           9 Cambridge Terrace, Swarkestone, England, DE73 0PE                                                 Happy Birthday, Bennie Marvin
Harvey Cruickshank                      94 Arcadia Avene, Kelsale, England, IP17 3AR                                                        Happy Birthday, Harvey Cruickshank
Miss Rene DuBuque                       74 Regall Lane, Westbury, England, BA13 3DS                                                         Happy Birthday, Miss Rene DuBuque
Mrs. Gail Bradtke                       98 The Atrium, Salford, England, M30 6WF                                                            Happy Birthday, Mrs. Gail Bradtke
Darrell Mante                           Studio 21, 5 Crawpell Road, Maghull, England, L31 6GQ                                               Happy Birthday, Darrell Mante
Roxanne King                            59 Jacks Place, Blackburn, Whitburn and Fauldhouse, Scotland, EH47 1PX                              Happy Birthday, Roxanne King
Chester Stiedemann IV                   7 Rutland Avenue, Ross-on-Wye, England, HR9 7LR                                                     Happy Birthday, Chester Stiedemann IV
Brenda Mann DVM                         7 Brent Tame Vallet Estate, Westminster, England, SW1V 3TH                                          Happy Birthday, Brenda Mann DVM
Lucy Hermann                            Flat 77, 763 Rufford Court, Haslemere, England, GU26 0LS                                            Happy Birthday, Lucy Hermann
Dallas Hoeger                           83 Old Lodge Place, Torquay, England, TQ1 9FN                                                       Happy Birthday, Dallas Hoeger
Barbara Goodwin                         Studio 7, 62 Langer Road, Killichonan, Scotland, PH17 8ZN                                           Happy Birthday, Barbara Goodwin
Richard Wunsch                          Flat 16, 77 Cross Lanes Road, Gloucester, England, GL4 8ZA                                          Happy Birthday, Richard Wunsch
Eloise Baumbach                         Flat 7, 78 Grasmere Road, Strathpeffer, Scotland, IV14 1WF                                          Happy Birthday, Eloise Baumbach
Roman Jast                              5 Compton Way, Stafford, England, ST17 8ZP                                                          Happy Birthday, Roman Jast
Mr. Holly Herzog                        3 Coalmarket, Stonehaven, Scotland, AB39 3QT                                                        Happy Birthday, Mr. Holly Herzog
Paula Hoppe Jr.                         Flat 96, 88 Salway Road, Eastbourne, England, BN20 6FZ                                              Happy Birthday, Paula Hoppe Jr.
Jonathan Kub                            97 Maclise Road, Lambeth, England, SW8 9FQ                                                          Happy Birthday, Jonathan Kub
Sylvester Collier                       Flat 1, 83 Leonards Road, East Renfrewshire, Scotland, G78 7ND                                      Happy Birthday, Sylvester Collier
Mr. Heidi Lind                          8 Sunnydene Road, Snettisham, England, PE31 2HE                                                     Happy Birthday, Mr. Heidi Lind
Lillie Kohler                           8 Brookhurst Road, Corsham, England, SN13 1LD                                                       Happy Birthday, Lillie Kohler
Mr. Roderick Pfannerstill               Studio 16, 36 Barley Market Street, Sandown, England, PO36 0ZG                                      Happy Birthday, Mr. Roderick Pfannerstill
Miss Nicole VonRueden                   3 Eden Place, Bamber Bridge, England, PR5 6JB                                                       Happy Birthday, Miss Nicole VonRueden
